latitude,longitude,intensity
48.20557,-128.25665,48.51934
-23.82930,17.15715,20.63646
7.56103,-174.91345,62.54098
16.04828,-128.15348,31.61716
-10.52945,120.53613,99.16282
16.52753,102.41101,37.03017
72.66928,160.81908,99.31941
21.21939,-149.80785,21.57255
-49.88504,39.46167,34.74579
-12.00702,95.49291,9.61033
-84.73480,-95.96132,64.61461
-46.79044,154.09620,52.89906
8.82222,3.63537,6.15221
24.69696,31.11625,70.94945
-29.91429,139.92145,42.37327
48.46724,-179.46553,58.12183
77.36827,-115.69785,0.19874
-86.98128,-48.28218,82.33684
-50.69665,57.19828,80.08529
-46.17355,141.06068,58.66855
-15.23812,-43.38214,17.10796
60.18954,114.20985,20.77950
-79.66839,-126.95343,39.30394
-25.14024,157.24274,76.40533
-59.64711,141.36387,96.08677
82.68471,-0.07530,64.51108
73.28557,-114.20893,99.75346
-38.16841,-54.08895,24.23509
36.82987,83.33479,22.87853
-50.80417,178.10517,80.63139
-41.61093,112.47062,70.32903
-12.55528,158.70397,73.68747
-39.60856,148.13335,35.97324
50.93249,-3.54627,41.09009
-53.65438,4.87544,52.96574
-33.19855,-96.28505,53.97532
-13.78973,15.83714,76.14562
77.44762,4.53110,60.09402
-72.96947,-107.05267,39.07139
8.13254,-104.03812,52.55435
44.19238,77.75357,85.33353
18.59513,90.84784,64.00891
-71.06530,48.95662,67.79566
-37.08805,106.41566,36.75263
64.00084,135.85841,42.16922
53.19099,-91.29055,19.03155
63.90613,-149.23221,68.22118
43.33181,-2.74197,25.59579
-83.95515,-38.17652,40.15293
-6.43077,-106.44479,28.54121
-48.17560,-128.51936,33.67605
67.34525,134.23891,54.03250
31.84486,39.85898,58.20039
-8.74517,62.58592,37.40855
-33.62126,-98.16745,39.43470
44.01263,-166.25982,77.80447
53.86088,65.25334,65.94758
-65.45518,-53.42788,14.38666
0.11868,-19.08016,39.90983
87.07102,-29.98851,86.60325
-32.67262,-105.53420,38.63144
-18.01243,3.69578,9.01768
24.74478,168.12394,11.25790
56.19917,-43.18191,11.17684
48.82954,168.69236,72.57185
54.13140,123.98242,82.00672
-5.97583,-6.14180,8.18413
45.74529,146.26104,95.40697
80.60599,-14.55985,75.52556
-20.92911,125.86397,18.87889
-78.96038,-109.19012,28.03294
-57.84232,-0.92880,74.29490
4.98214,149.43163,15.52429
-88.17313,-69.26543,69.40105
-56.79585,-171.37594,28.94141
71.49839,-77.33895,17.07405
-36.29530,3.10429,79.47253
30.11134,131.67806,44.85485
-51.93793,-110.02432,5.21054
19.05778,-62.01498,35.64407
-21.03924,-164.11108,39.53728
-61.69713,-124.55106,89.56412
-57.45837,69.57954,46.10338
-27.92508,169.42854,51.54390
75.88441,-101.63268,54.37099
-46.53967,108.18411,6.32292
-46.81738,160.66105,53.50401
-6.52449,-59.59645,97.68747
85.12050,-2.94193,48.79044
-66.11646,-26.97454,18.70712
10.91633,-44.01427,87.37540
31.03297,109.12703,69.78812
-46.18658,-5.70823,34.00780
-9.87251,-151.65351,85.97823
83.87568,159.32549,15.72458
-80.47063,-9.90051,85.39880
19.74823,51.64857,4.25513
-83.74160,156.57966,47.73286
-7.44118,-11.87271,42.93188
-16.95758,-142.65460,28.48924
-48.57500,-142.02433,42.95043
29.58499,146.18723,75.43770
53.37135,-69.62452,63.10327
-65.01129,-67.33874,31.13911
15.66018,174.91074,3.56124
-54.59978,-12.75972,72.35445
61.28602,-99.83167,0.33707
78.20113,-140.07864,42.64816
-44.58232,-129.59505,69.99773
0.85182,-45.11996,34.33894
73.16515,131.46724,5.24373
61.27014,-121.16207,22.94624
-3.56459,43.86993,54.59210
-70.29391,172.84796,76.09116
20.31394,170.30465,99.77276
16.05326,-23.31599,63.94368
43.42252,-168.82873,69.92408
-3.73019,35.89656,13.24558
-81.98383,13.69005,30.15635
55.27920,168.98830,57.21007
75.88369,-87.42465,34.87004
-30.04020,-48.43932,3.39122
-13.09954,-1.23001,97.31493
-23.15011,-88.89248,96.27565
46.08022,-156.21596,25.96126
-37.31855,98.42726,29.35805
76.18382,74.38587,86.67431
62.45785,62.30795,53.04186
73.72744,-108.32322,57.17123
4.11888,-77.05172,55.52902
-49.34965,56.12563,14.53168
39.42065,47.20818,96.03941
23.98240,75.36771,60.57924
50.03471,60.10151,96.48945
69.25459,95.19541,5.06635
-76.23473,102.31309,90.02677
-56.21693,122.00295,0.49158
-13.33983,-91.47802,90.49978
-69.73675,-45.25377,84.35967
18.15492,127.66404,52.33580
-73.08231,-65.39184,63.20943
-5.81662,178.42127,56.16854
-12.05673,36.47201,37.59952
-28.04194,-74.44185,39.83786
82.79669,-47.08042,84.21804
-16.62043,-25.79679,92.24006
34.34427,-60.98218,14.10278
74.46398,-67.12500,77.18384
69.31167,-45.85226,36.25446
-75.58247,90.67407,13.17747
26.13335,-166.95289,14.15019
41.91922,-84.77756,4.05601
-67.02381,-93.62485,98.35965
-52.05550,-123.31811,19.91074
-22.95624,-67.98026,59.35938
-7.17522,26.68084,73.36219
22.85133,-168.61135,14.08840
28.75423,4.66697,21.25500
71.69900,36.99091,52.44153
2.45075,149.29902,70.97075
41.83389,69.26865,55.89694
-6.19778,28.65424,90.45176
11.69930,-141.72330,30.00396
50.37767,-94.47594,20.55838
-57.75818,90.87359,75.33312
70.16044,47.88438,82.67098
-48.39979,51.17015,48.78318
34.21390,146.19457,15.33280
83.88721,46.19206,11.66266
-9.91267,61.70122,95.67926
54.99478,49.49436,77.10151
-45.13787,143.30005,17.34287
19.60709,-155.44134,85.85007
-74.42802,119.40786,69.68855
3.61420,-71.28443,67.39112
8.03296,49.78711,31.54077
-63.48010,0.00393,70.00206
-58.92216,99.05671,61.60572
-89.87855,-155.11556,53.97570
75.87095,-162.71187,86.60381
26.61946,12.17669,45.96026
12.03121,171.89977,1.76561
-25.93879,-151.06934,6.43732
-58.12054,26.47496,57.70378
-55.14354,61.10196,94.39761
-2.42218,-54.75849,85.78134
73.91911,-3.33151,10.29854
65.50123,14.51161,17.68179
74.48951,-144.96905,29.99615
72.15483,43.49193,57.14467
6.73902,27.31121,58.09595
-10.84387,92.48761,43.92075
51.38275,11.76518,58.94250
-35.29214,-82.95691,83.79565
58.98749,175.71276,3.39028
66.44777,77.99386,48.96220
79.83971,115.31842,73.02741
39.09899,59.91538,95.53934
14.01326,-23.12689,24.39708
7.29449,-153.74767,67.41933
-44.31740,65.50810,76.79370
-28.99867,150.18646,38.14248
-66.33887,169.72514,32.40527
-16.77288,-150.74944,58.22694
85.52722,-23.58720,39.40595
12.74875,97.53653,61.66623
46.25658,-132.01822,84.75354
89.32687,-173.55218,64.28870
-80.34561,-21.32194,34.59569
57.39509,-62.42628,80.27979
35.72865,165.90878,72.57577
22.06019,-102.86956,20.01203
-19.93637,98.52977,70.84884
-39.78508,-121.83773,66.99757
47.98401,38.80713,7.03205
21.29646,25.49325,54.43224
-46.13463,-0.12533,44.99313
8.09397,-139.38783,97.06379
-31.55102,77.27367,37.73603
-49.64287,-145.50262,45.07321
-69.84981,95.36148,99.18322
-44.68089,5.12608,30.24145
-86.42464,37.60602,68.13251
-20.81961,-24.74562,50.15782
-9.22535,-8.71910,25.65162
42.89926,103.23450,57.70225
-77.77333,-135.98685,38.42436
-68.67489,-83.73152,85.21983
-73.43359,-56.09129,39.20320
31.47289,157.31617,74.63607
26.01662,50.88331,40.01382
-42.94294,63.11683,38.53841
-87.19776,63.60456,53.74898
-76.81321,-34.51855,10.72758
48.89485,148.05207,95.53499
-6.86059,-34.47106,40.62220
-85.37280,-78.93529,77.62322
-2.45140,-29.36262,77.68934
-58.30125,-111.94316,37.62735
-38.90401,155.11549,95.32884
8.60225,-31.24383,14.61622
86.93694,-73.04612,65.00820
15.32889,-168.71031,52.34539
-37.09130,-4.47254,93.71756
43.24982,100.22761,75.23486
-21.00621,72.91775,49.30530
56.61968,101.47847,41.99665
-36.90349,137.22578,34.70218
-28.38817,-91.87147,94.35903
60.56569,-146.05040,15.45400
-33.12717,33.27640,99.96120
-4.67592,-41.39451,54.40025
-47.78492,9.14260,55.00792
75.03569,-29.81602,38.57545
82.69941,-176.96143,85.49613
12.86630,22.44191,31.62656
52.88192,137.91837,87.18612
23.27910,-101.34935,43.71265
-58.20459,24.39013,72.15940
-36.38416,142.37751,47.25038
48.43286,9.67712,88.30118
65.02183,50.35845,23.98948
-77.30777,128.36372,32.54092
27.96443,39.61645,21.95357
49.31161,-121.87086,82.22931
-79.77598,-51.61951,86.60557
21.27194,-70.38681,4.14566
-9.59490,173.97982,74.64890
-58.75710,21.69209,80.89570
32.51654,-0.58220,72.31547
-34.76501,-122.99901,66.77154
5.48746,82.40187,82.09242
46.39837,-25.46681,24.22451
86.03192,-49.21227,93.66532
-26.57174,76.69988,36.65304
31.76549,58.55900,68.64898
-82.26338,25.06136,92.19086
3.30868,-41.37295,9.59978
-89.59816,-179.17766,17.90498
-70.36592,-45.66835,51.20265
-17.87542,-22.38662,60.67300
2.78812,-81.93683,47.92047
-57.20937,57.09488,99.25888
26.70235,-152.02903,93.67788
-60.97168,-99.20838,28.71218
63.48475,145.97525,4.92460
18.44915,-177.72523,69.55515
-87.74711,148.42596,44.22202
-55.49961,-44.56570,14.92852
-28.92943,42.50704,10.81904
56.09457,41.73293,33.92795
-13.94856,79.95491,16.54135
0.17723,-11.41190,88.14304
-75.15354,-102.59068,60.06112
-64.76273,-90.49355,23.95233
64.60530,-50.01587,52.21721
12.92844,-108.76979,3.21939
-72.22934,-32.01575,86.04649
56.18595,1.92131,22.97280
-79.87469,-119.16566,79.26924
29.66985,-24.68837,53.88314
-41.59928,90.28770,89.82608
51.75105,13.50897,29.51945
-47.37906,16.37420,32.96918
10.12747,86.34561,41.32413
8.08758,35.58148,90.92010
49.97170,12.17369,2.86579
-4.12052,-106.32474,9.88937
-10.80794,47.41766,93.16693
-1.07272,18.58012,75.58777
-9.44696,64.48854,19.25298
45.94722,54.59418,63.55421
18.85683,135.49310,0.75230
56.19315,60.38021,38.64227
54.88270,1.86155,27.39436
11.86225,96.42580,55.89863
-8.59788,-43.07326,39.48078
-80.06698,-158.23941,35.37376
40.89162,-14.51519,47.01670
-83.20891,170.65865,19.11149
-32.15144,148.75146,29.94981
78.71370,83.63893,24.88054
36.31961,-123.43452,88.96370
15.93556,66.30985,87.30504
-22.58256,-141.44479,68.98327
-13.52787,-27.35838,81.65023
-49.77446,-116.35763,59.55279
21.75698,-11.85992,10.25175
-17.79990,131.98964,75.36319
-55.54729,64.80656,57.33964
79.43763,-51.25630,59.51596
7.11311,112.30183,58.98513
-47.27393,-41.27251,61.34697
-41.99135,-121.63742,96.04122
51.12669,-103.67148,34.48436
-57.59852,178.75236,29.07625
-69.24035,120.94678,64.74998
-87.33136,-76.28145,14.58256
14.32794,38.88000,54.80724
-67.85255,56.43269,20.20111
22.35370,106.32045,71.71867
18.77569,-116.53096,65.81091
-55.71083,164.00950,89.11071
-70.06092,29.64396,91.25955
-41.49954,-179.05723,63.76633
38.91583,135.75291,30.32618
7.05802,-34.46162,31.70526
-65.73375,137.17928,60.69992
-61.25810,-13.98730,38.36783
-73.17566,-20.76513,12.17895
-56.34045,159.37620,86.05609
56.31257,87.38966,29.85847
-25.72116,72.02569,67.04000
61.55669,91.15572,53.94202
25.82515,116.30027,43.11205
-42.84043,12.31793,90.84902
23.45359,-94.77109,66.47127
54.16342,58.34965,78.79165
-80.61981,92.95435,94.34707
64.93045,73.49303,5.85517
29.48694,-159.31046,99.15857
-83.39820,-52.48580,85.24603
-59.57280,-115.00503,18.75226
56.19122,52.07703,4.33666
20.20309,40.75028,62.74827
67.62294,64.56280,49.41171
22.90796,14.82409,23.98206
84.90999,-93.44382,10.79129
-31.49236,-116.41707,90.50145
2.76614,-40.87670,35.39188
74.90704,-57.04940,43.77979
-4.77841,80.59323,16.36812
-79.02021,72.96669,32.87691
12.36955,-168.81021,15.39431
-54.62566,117.78249,60.97985
-5.85785,-98.51609,5.96204
20.67809,-120.80462,45.32778
14.77483,140.99853,0.10258
-81.64487,43.33388,7.36994
36.95705,-35.18067,89.14362
52.67966,67.85136,82.06436
-28.95480,-143.13537,38.90380
-32.98614,35.47875,20.19790
85.89555,177.53694,69.77156
26.25658,33.07761,30.57479
-37.21583,1.75820,16.08563
-59.62629,148.10211,56.65164
28.39378,68.52499,57.02395
-11.56209,105.51006,96.07205
-72.71139,-22.93798,54.93322
2.95401,-13.65046,73.91642
29.92603,110.32062,57.26166
-55.42371,173.61983,70.81790
65.09794,-65.94133,94.78831
-68.70390,-137.31057,5.13576
9.98690,-52.02655,89.52767
-70.97562,142.15253,5.81820
-31.00968,-22.47152,82.14835
-7.52283,-134.38185,53.14766
-69.59481,33.65438,93.17276
-75.35749,-25.78548,50.82547
-74.57033,-51.86289,94.64635
-59.69279,27.29530,49.92810
26.82264,119.66224,50.78092
47.58927,153.81035,75.15083
-5.89826,-104.79688,78.37830
-55.36169,-157.62280,27.70440
-87.52255,-20.96206,44.84921
30.07286,-104.96731,88.28798
-35.51346,-149.41168,82.21026
5.51839,57.37750,17.04960
-59.71738,-103.23796,42.17405
-44.49325,98.55072,15.33654
10.31653,157.39488,32.82925
47.31150,154.73274,77.43868
44.94213,-96.86748,63.21101
-79.76159,-98.73518,67.70430
-13.23021,-178.38951,3.37580
33.42775,36.52414,80.22162
-10.88093,84.43283,93.13967
-63.61836,-48.88746,85.45285
46.38504,22.75007,83.49553
85.97042,21.02794,27.93234
0.37778,-76.22294,29.33880
4.64128,-157.71509,5.49382
-23.33745,-138.73696,50.40716
-40.56524,75.64089,5.56349
86.77433,-58.08021,34.86854
48.22221,171.28912,49.01695
46.89424,-155.66373,40.82745
-5.41459,117.93870,41.29136
-11.79722,-15.63087,51.33649
-75.25974,2.77058,37.99126
-53.84236,43.21501,3.75422
-64.25493,174.74950,35.24940
54.13001,169.74781,85.64858
53.16693,-146.22988,85.38280
-46.62261,177.79075,1.77259
31.22731,-23.55256,26.54535
-28.65400,78.53306,8.32270
44.13319,-83.26676,42.56470
80.89031,179.40855,82.78814
59.88412,-46.29629,61.84161
47.55921,-94.93729,71.02078
-58.46594,60.59251,95.87403
82.06518,126.02852,19.30882
23.28351,-96.87441,41.40044
41.74773,-128.12043,67.42867
-6.07446,119.17261,59.70182
63.90096,160.43400,80.11871
38.08066,-143.96644,18.76434
-78.67225,25.74293,21.69338
-32.68682,-39.18879,17.15488
-37.41860,-79.47185,88.17157
-48.90154,-137.01999,94.82669
-64.38506,154.74229,35.16104
17.46178,33.05871,90.17607
4.30912,-147.47854,43.40922
-29.00072,9.20619,54.03745
85.69635,7.02047,28.55768
3.00090,-63.83281,14.87429
-71.96203,57.79179,15.17639
-49.95126,-71.09981,42.19076
73.08961,-85.12112,62.82479
22.39180,132.36486,64.09539
77.26911,-20.66793,5.64458
10.85792,-179.90862,94.22543
-36.37858,0.39584,64.31051
-69.70472,-49.37059,36.64697
81.67032,-125.90347,81.67539
30.64852,82.17437,80.77887
-1.99679,165.49536,54.75826
-26.58087,-159.95824,11.75825
-0.54778,67.14027,9.32836
-78.99637,83.40070,7.23179
-87.98637,34.09372,97.89392
20.52217,166.09737,23.09066
39.19398,19.52707,40.58762
14.74504,70.24387,15.65030
31.17505,123.69563,5.59708
-84.72359,152.45964,66.48241
-8.64603,-167.40518,70.48213
53.31920,-42.30766,64.68300
47.99683,-166.30807,52.47093
-56.82655,40.86479,28.20819
-68.62753,27.41109,18.46863
16.76576,-7.74063,76.09424
-44.24238,134.92470,55.50503
56.55271,63.90047,13.26465
-48.50930,-58.93638,44.03084
-27.28207,95.84470,71.44724
-87.96787,151.68008,73.22913
12.77740,122.88275,1.44508
8.39058,90.87046,89.53125
-37.01647,162.35957,62.50811
87.53653,18.45728,90.31675
13.87009,1.47112,86.08641
34.39833,18.88945,49.95196
-5.01830,-55.94379,40.82855
32.22896,-144.45782,82.17532
55.31232,-105.71656,70.21444
18.55309,31.51261,5.96318
88.87597,-100.29249,87.46265
87.93145,104.46949,37.68089
-80.72041,-161.60157,76.20351
67.57448,137.57402,75.04619
-40.01533,135.33025,57.95954
35.67042,-142.77148,85.13891
-27.35988,-11.94616,72.94866
-14.51160,73.94579,89.55078
78.42763,-170.48477,74.92030
86.61694,131.53809,66.67588
-56.96452,-150.87096,59.76206
44.33908,40.27765,2.63014
-55.66447,127.35041,6.08646
-18.26986,-82.95058,42.17098
75.67797,140.23908,45.19255
-77.47848,-105.16257,3.07133
-15.86497,122.09238,43.96717
-57.97400,-111.04340,9.28159
35.05873,-49.69972,92.24898
32.46091,10.66485,55.76411
-88.63792,-79.54251,35.93467
-84.96675,176.80843,42.52808
-23.56048,62.13171,82.01996
-6.69302,76.67896,74.37431
-70.13450,84.10844,76.24780
68.01251,-104.60994,34.24358
-12.37144,73.59665,77.59559
-79.56550,-146.13158,31.11432
80.76804,110.40353,36.12889
-75.03428,-69.71950,44.24393
-60.48213,26.03027,53.33072
-54.26361,167.98410,32.78939
17.52259,29.78816,41.02591
89.19987,56.14351,37.81850
12.55807,-43.67022,28.17347
-25.82707,120.51173,14.00609
6.93178,-72.69800,86.14258
-72.94278,-4.54765,35.02230
-18.63132,115.04941,66.02329
-74.71400,169.67374,92.21663
-79.21970,-124.29471,58.01087
83.14080,-113.96553,6.89054
-19.16025,-110.43995,39.22020
-26.07417,31.52489,17.40740
-16.76103,155.78434,23.34759
43.34207,-45.04166,61.16586
-88.54379,107.66130,69.59375
-38.22090,95.24454,26.76063
75.71841,-105.90242,76.29921
-83.00151,97.51180,11.48497
31.30264,-161.49184,64.99623
-0.39438,-4.76323,61.62445
-49.30948,65.13354,41.51134
-80.51302,172.43408,94.16511
-81.91979,1.14985,65.27218
-55.64651,45.94410,16.12934
-51.53863,-173.19549,62.84474
87.10525,-34.13505,36.78793
-29.96279,-125.53755,32.27406
33.99263,47.22458,32.37862
-8.41236,131.84507,16.23199
75.28409,80.93163,48.74319
77.09703,129.13512,18.83822
21.96468,-31.80464,83.16623
-70.25717,5.96248,4.39173
45.17568,-102.06145,55.22648
35.99018,114.67177,42.04439
-29.72686,147.51094,91.36663
-17.72110,141.47103,91.30693
-41.54437,127.52475,1.30836
-9.63233,-160.84331,56.68316
52.96082,70.01116,55.13138
-84.11512,-119.38386,95.26105
29.04894,-14.06483,1.15244
8.75661,123.25660,22.58120
5.71977,3.67866,64.37367
16.57136,118.20814,96.92277
36.66516,75.97534,48.71594
-29.90931,79.84799,21.26926
-46.03854,55.91900,89.32820
-60.26134,-71.60435,7.87255
-52.50353,156.60684,7.53170
45.52092,99.12677,25.79832
-24.99146,-129.25133,58.47358
-46.97669,-153.12414,52.86100
-58.71220,-158.32083,54.04123
-82.19501,178.92357,55.66960
15.44278,-8.15951,41.62519
16.58321,-139.50482,71.08862
64.53453,1.39045,74.59435
45.66010,58.43787,25.84570
43.28145,-77.58423,80.34917
-36.56632,3.42628,50.41479
20.31751,-139.96988,6.50413
72.56453,-67.72457,98.35861
25.49088,-45.98252,57.63724
36.90055,179.69607,86.87559
70.88213,179.79739,74.47961
0.72858,-99.03135,87.16675
-44.44607,-30.77788,65.56064
-58.87360,-139.36372,71.93735
-11.20269,81.07567,75.87801
86.79548,-54.38805,11.96058
-33.43679,167.84827,16.43307
42.78803,-18.56496,79.72479
64.80686,-0.63003,56.35958
-32.08983,-144.76658,9.87321
-46.14241,-92.69133,95.21742
-82.01017,121.82541,6.17364
87.44886,66.51913,30.47602
22.05207,84.81509,83.01222
-63.69454,152.09447,74.96610
75.68999,-154.52919,93.61559
50.28225,-116.56560,76.65469
37.56599,-23.07696,67.97403
-42.58155,-122.02703,40.55168
63.51125,-113.30593,23.90594
-6.35026,41.37246,92.40593
19.89847,-78.56622,32.41636
31.83933,153.05924,93.27085
13.27738,-78.52565,84.64834
-54.86835,142.87642,28.19531
-64.39985,-170.74730,43.63249
-26.98004,78.46110,86.15350
-12.96515,157.00675,99.51882
-25.50016,-117.30476,6.85127
-42.82191,-59.15166,99.14830
-35.07298,-123.99181,94.85427
18.15666,52.51780,81.00560
-6.20314,99.80986,61.31845
-74.21997,-177.04079,76.79379
-87.09591,98.43203,36.93155
74.57596,-164.08994,4.96230
73.58355,-107.76758,76.72438
-55.25897,26.20228,19.85327
5.66727,82.10902,56.76337
65.06436,-66.89175,54.51044
22.86111,152.08382,66.11330
-85.83621,-7.76638,1.30502
-32.43375,145.07649,35.89311
-15.94015,152.36394,70.39936
-70.38611,175.28455,65.75625
67.95786,117.23962,99.35515
-60.04505,-154.72445,2.09315
0.72260,-179.91381,75.54831
-65.73894,104.76613,30.39053
-4.31030,-157.86109,14.93576
-89.83783,34.54090,3.70485
-69.02963,-40.12035,96.58396
4.33115,29.70826,30.76610
-88.77163,-171.90514,53.07816
86.86157,49.14571,27.83289
-24.50050,165.16307,21.31867
72.22325,-25.59970,72.20992
0.42531,-162.24404,12.93908
55.57632,44.82201,64.37848
78.65142,126.75422,39.62521
80.16421,-1.85740,59.86478
-63.07732,72.06203,25.04997
-79.16558,11.70402,7.17063
78.61385,171.49863,75.13837
-61.72338,-4.44878,37.44102
69.81552,94.80935,29.75166
64.39977,-117.99581,30.19512
-84.76479,-92.45884,74.06176
-76.11353,-73.67761,81.17632
-72.21782,157.40304,22.07360
47.27955,-49.87082,44.96781
-31.87205,16.52901,44.65299
-11.81217,9.26997,11.20098
17.79912,-87.70503,46.51283
-21.79199,-144.92603,33.37700
22.57991,-176.22431,17.37209
75.13559,-24.98474,2.98000
41.70494,66.83117,59.81487
-82.85891,179.70165,2.68817
27.53006,-17.60877,84.18986
5.39274,-17.11486,71.39757
-76.07009,81.36148,91.14038
-13.13181,-2.83277,42.95930
-19.52710,45.73145,57.00718
40.08301,50.78506,10.21389
47.84794,16.48013,15.49006
78.30451,-102.55744,74.29668
-28.16303,81.84344,63.86209
-71.43856,34.46631,64.65787
-1.28890,156.97991,3.77366
28.92368,-144.86320,49.29111
-61.72251,130.01642,35.18258
-31.72290,-113.17395,59.06420
-51.50072,44.52415,53.96109
-70.43352,-123.73479,12.10726
-82.03172,67.43831,52.08153
23.45970,29.80596,82.65507
32.68981,158.90791,67.76942
42.62128,20.34898,11.52222
10.55813,-91.04134,41.76170
18.00715,-120.29173,32.82038
53.53930,129.89979,75.51631
-59.34794,-47.36244,85.69833
63.85960,57.97473,90.22990
71.99667,104.80157,92.67595
-14.62448,136.62968,15.63080
15.51403,45.21150,48.11392
-41.44016,51.28303,50.52979
12.20328,91.60347,50.14244
-3.18736,91.08480,87.14449
46.03063,123.51161,70.92318
86.79122,-90.20803,13.87544
-59.74227,71.00032,9.40551
-79.73787,146.64424,56.10109
-80.07396,-0.68907,46.42704
-85.64625,-2.73804,28.33490
41.50788,-7.65324,84.19822
-34.07556,47.16029,85.30020
79.97576,-95.33470,99.33895
-77.57737,168.28322,71.83474
-37.94576,106.21128,10.12746
47.59536,-130.73772,35.79420
-61.31787,87.25535,97.57279
-71.14409,179.03997,19.67148
-47.61841,48.21636,4.12423
-30.17141,135.42013,37.73794
-24.29847,39.89290,70.65166
46.19650,-11.60875,68.26496
-30.18287,100.51420,1.91177
1.84887,-133.60951,2.01771
59.57882,-90.78456,75.14341
86.93407,65.98985,72.80670
89.51922,50.23629,96.75663
-22.38199,143.35679,52.46110
87.39728,-109.05568,21.84721
-33.64004,99.07078,72.46645
54.64390,-85.61391,39.20765
-32.82817,117.99594,20.00156
32.69009,-13.96635,15.54405
-22.13618,-67.02316,23.80525
-5.96629,82.28798,97.36948
82.89219,-53.36377,83.00467
71.50943,-58.57766,44.27214
31.73376,70.83684,67.27023
-2.15448,67.46195,6.00829
-6.72721,-146.33053,92.58620
81.53009,-121.29685,21.10790
-60.70629,-71.02226,39.22199
79.48841,-112.22683,59.82099
-87.53818,48.56827,74.16593
-42.21131,19.49965,7.71075
72.77278,-39.46736,56.97504
85.79458,-166.18409,19.62334
-4.84007,171.54496,21.62753
-31.75068,-4.68039,51.19920
37.80187,-85.09949,16.08508
-17.25450,133.37619,86.56924
56.21770,-98.77533,40.65746
-9.54732,77.56220,38.72290
-89.75187,-111.63434,35.20649
-70.99425,-166.45283,47.18314
-55.62000,60.84970,31.57341
30.49049,1.93912,20.61776
54.51050,143.85671,52.66362
13.28269,-87.94787,95.28905
-63.83017,-175.03622,75.75637
52.57149,33.08799,21.57415
-58.48776,-129.56887,17.23953
-17.27345,28.60068,0.11644
14.41745,121.05506,81.52175
76.95732,94.10767,21.52207
-75.64622,86.11953,46.39755
71.54719,-118.51402,93.27949
85.38599,-173.37905,41.40099
62.14332,29.91813,58.43888
-57.37973,-144.63252,57.42812
57.11303,74.74055,20.04364
3.37654,-175.57166,82.13014
79.08141,93.21002,54.21867
-54.25311,-0.58225,39.90406
18.75732,80.73319,96.23981
-23.11933,-12.36425,47.56280
-79.25153,-60.29690,69.18375
-45.62884,-134.79923,39.45945
-48.32918,-72.06105,36.99388
69.19527,-80.76950,71.99687
-62.40569,14.04488,60.61161
-4.05142,-31.73134,71.53425
-87.80024,45.16779,29.82336
-80.69569,-21.15664,42.50350
-85.40929,-78.89009,24.05744
-63.92192,71.12254,39.52252
7.55153,73.15960,75.58434
47.73787,-47.87478,48.80003
20.86037,-30.18813,10.36219
-75.40437,-118.17167,1.46892
81.18227,-150.17230,52.81380
12.53612,-113.15975,52.73148
10.10653,145.97007,18.33994
86.28479,-152.72229,10.85991
-89.52103,97.63959,36.48794
41.84262,30.17949,13.91215
-47.40123,-62.48717,95.93248
72.21289,11.05133,63.47268
6.01574,158.95780,44.03368
14.37445,151.02039,15.19619
-80.35891,154.72807,19.64079
-1.61949,159.06653,19.72433
-18.10241,-55.90307,50.69212
68.42197,126.69078,22.13287
-54.99594,45.17481,1.56240
-61.98346,-1.80410,71.80773
-0.56183,-83.16761,12.35423
-77.41855,-55.11616,19.88671
-13.04929,-32.62782,25.78066
3.53255,151.65363,37.71010
-83.85133,89.86247,19.24404
-16.99389,95.09661,27.63744
37.57031,-116.77440,69.56440
-27.13924,64.27704,98.51258
14.14304,-45.63188,43.48354
-23.77226,-135.51194,5.36190
-51.69857,40.64424,35.81567
10.16945,30.22755,93.44721
-38.41131,21.48105,42.30461
67.26431,-46.32611,87.58903
-59.98781,-114.09032,35.90173
34.05980,-10.78329,62.61780
33.11922,-110.85139,32.09343
61.92934,87.60212,42.84934
71.64588,-21.96605,42.01717
-75.68968,-108.52961,11.16916
-83.10975,129.54431,0.47525
50.06234,144.78628,23.95644
18.82471,61.16763,20.48212
59.68909,-169.73017,76.21974
22.52005,72.56504,13.33842
-9.00878,171.16086,32.93398
54.07783,115.66314,6.20494
-35.31405,-13.00923,15.93825
14.19593,-104.46908,29.25255
15.93635,26.40333,28.66867
-39.51625,18.54343,95.15557
70.29337,-121.97693,52.63315
16.94423,163.85955,99.33702
-35.64685,-37.00344,23.19061
-59.85218,-118.27234,98.96948
7.70319,-92.14553,21.76779
-63.20178,73.31025,7.48537
57.31067,68.76696,11.52666
-35.11284,-176.17485,40.58602
85.58906,128.22533,5.63096
18.46522,-132.55798,39.48444
67.47251,-94.16967,47.06550
24.69961,-98.91602,97.46496
4.25799,-29.53198,46.05170
11.40951,-78.68599,63.65788
2.33809,111.20031,90.12652
-66.46952,11.60755,58.41096
3.32238,16.53200,17.40510
-83.82436,134.62956,54.57302
20.15170,178.31090,32.54129
69.65735,48.31380,70.67667
89.98847,-117.93369,80.28219
-1.23857,172.63367,24.74129
-52.39921,5.10464,80.90239
-17.21761,78.51076,85.44254
-57.20400,-164.13409,3.63492
-0.33689,-136.71299,31.20419
64.36551,36.64936,79.84611
-27.76645,-103.75407,91.07649
-60.81459,-79.61620,86.69777
42.87146,-49.55028,3.70317
-51.62942,-117.58433,64.56706
-52.24254,-175.54685,39.64990
81.81514,67.43196,88.67947
